title,publish_date,authors,url,keywords,summary,word_count,category,category_confidence,category_alt,category_alt_confidence,,category_clean
How Developers Stop Learning: Rise of the Expert Beginner,,"['Erik Dietrich', 'Priscilla Oppenheimer', 'Anilkumar Gt', 'Angus Mcintyre', 'Drew H.', 'Rob Myers', 'Neal Bamford']",https://daedtech.com/how-developers-stop-learning-rise-of-the-expert-beginner/?utm_source=hackernewsletter&utm_medium=email&utm_term=code,"['big', 'expert', 'beginner', 'learning', 'bowling', 'post', 'im', 'developers', 'advanced', 'skill', 'rise', 'stop', 'software', 'ball']","The difference is that I’ve added the Expert Beginner to the chart as well.
You’ll notice that the Expert Beginner is positioned slightly above Advanced Beginner but not on the level of Competence.
If you’ve ever heard the aphorism about “ten years of experience or the same year of experience ten times,” the Expert Beginner is the epitome of the latter.
The only thing stopping them from taking the natural step into the Expert Beginner stage is a combination of peer review and interaction with the development community at large.
Until Next TimeAnd so we have chronicled the rise of the Expert Beginner: where they come from and why they stop progressing.",2665,,,,,,
Apple's SSL Bug and What We Should Learn From It,2014-02-27 20:26:13+00:00,['Tobias Goeschel'],https://blog.codecentric.de/en/2014/02/curly-braces/,"['learn', 'goto', 'hashctx', 'clientrandom', 'signedparams', 'serverrandom', 'ssl', 'fail', 'bug', 'hashout', 'sslhashsha1', 'apples', 'update', 'err']","data = ctx -> clientRandom ; clientRandom.
data = ctx -> serverRandom ; serverRandom.
length = SSL_SHA1_DIGEST_LEN ; if ( ( err = SSLFreeBuffer ( & hashCtx ) ) != 0 ) goto fail ; if ( ( err = ReadyHash ( & SSLHashSHA1 , & hashCtx ) ) != 0 ) goto fail ; if ( ( err = SSLHashSHA1.
length = SSL_SHA1_DIGEST_LEN ; if ( ( err = SSLFreeBuffer ( & hashCtx ) ) != 0 ) { goto fail ; } if ( ( err = ReadyHash ( & SSLHashSHA1 , & hashCtx ) ) != 0 ) { goto fail ; } if ( ( err = SSLHashSHA1.
I found minor variations of the defective if-goto-sequence if ( ( err = SSLFreeBuffer ( & hashCtx ) ) != 0 ) goto fail ; if ( ( err = ReadyHash ( & SSLHashSHA1 , & hashCtx ) ) != 0 ) goto fail ; if ( ( err = SSLHashSHA1.",2811,/Science/Computer Science,0.99000001,/Computers & Electronics/Programming,0.970000029,,Science
Virtual & Digital Resources,,[],https://www.alumni.upenn.edu/s/1587/gid2/16/start_alt.aspx?sid=1587&gid=2&sitebuilder=1&pgid=29488,"['virtual', 'resourcesduring', 'touch', 'upcoming', 'ways', 'resources', 'unable', 'digital', 'remotely', 'uncertainty']","Virtual & Digital ResourcesDuring this time of uncertainty, we are unable to connect in person, but there are many ways to keep in touch with Penn remotely.
Check out the upcoming virtual events and digital resources available for alumni.",39,/Jobs & Education/Education/Colleges & Universities,0.819999993,,,,Jobs & Education
(PDF) Inducing Illusory Ownership of a Virtual Body,,['Authors'],https://www.researchgate.net/publication/40688634_Inducing_Illusory_Ownership_of_a_Virtual_Body,"['al', 'illusory', 'ehrsson', 'inducing', 'hand', 'virtual', 'illusion', 'arm', 'ownership', 'et', 'real', 'body', 'rubber', 'pdf', 's']","Body ownership illusions in virtual realityThe rubber hand phenomenon has beenreplicated sev eral times.
Neurons in multisensory areas that integrate thistype of information could implement the nec-essary neuronal computations causing changesin body ownership ( Ehrsson et al., 2004, 2005;Makin et al., 2008; T sakiris et al., 2006 ).
I nstead of a rubber arm, participants saw acompletely virtual arm projecting out of theirright shoulder.
Ehrsson and colleagues stimulated thehands for periods of 42 s ( Ehrsson et al., 2004 )or 88 s ( Ehrsson et al., 2007 ).
Three questionsindicated the rubber hand illusion:‘It seemed as if I were feeling the touchof the paintbrush in the locationwhere I saw the rubber hand touched’;‘It seemed as though the touch I feltwas caused by the paintbrush touchingthe rubber hand’; ‘I felt as if the rubberhand were my hand’ .",1264,/Science/Biological Sciences/Neuroscience,0.75,,,,Science
,,[],https://www.metmuseum.org/blogs/in-circulation/2020/history-of-book-conservation?utm_medium=email&utm_source=Museum&utm_campaign=2020_0421_Met_Blogs&cs=,[],,0,,,,,,
FACIAL ATTRACTIVENESS,,[],http://people.idsia.ch/~juergen/beauty.html,"['facial', 'subjective', 'beauty', 'm', 'attractiveness', 'curiosity', 'j', 'art', 'science', 'pdf', 'schmidhuber', '2007']","[9] J. Schmidhuber.
Art & science as by-products of the search for novel patterns, or data compressible in unknown yet learnable ways.
[8] J. Schmidhuber.
[7] J. Schmidhuber.
[1] J. Schmidhuber.",420,/Science,0.860000014,,,,Science
Robotics in Architecture and Construction: An Industry Shift,10/23/19 0:00,[],https://hmcarchitects.com/news/robotics-in-architecture-and-construction-an-industry-shift-2019-10-23/,"['design', 'construction', 'role', 'industry', 'robots', 'robotics', 'architecture', 'architects', 'shift', 'technology', 'process', 'buildings']","Robotics are already being used in virtually every step of the building design process, from initial site analysis to construction.
Why should architects use robotics in architecture and construction?
The Role of Robotics in Architecture and ConstructionRobotics in architecture and construction is an emerging technology, but it isn’t exactly uncharted territory.
Envisioning a World Where Robots and Architects CollaborateThe use of robotics in architecture and construction was once the stuff of science fiction.
With the help of robotics in architecture and construction, architects can design elaborate structures knowing that all of the details will be handled by the technology.",1399,,,,,,
Backpropagation 101 · Thinc · A refreshing functional take on deep learning,,[],https://thinc.ai/docs/backprop101?utm_campaign=Data_Elixir&utm_source=Data_Elixir_282,"['101', 'return', 'handle_feedback', 'deep', 'workers', 'thinc', 'refreshing', 'learning', 'functional', 'feedback', 'alex', 'team', 'worker', 'work', 'bo', 'inputs', 'backpropagation']","You have an inbox, an outbox, and three people in your team: Alex, Bo, and Casey.
def handle_work ( team , inbox , outbox , feedback_from_above ) : pending_feedback = { } while True : if not_empty ( inbox ) : task_id , task = next ( inbox ) worker = choose_worker ( team ) results , handle_feedback = worker ( task ) pending_feedback [ task_id ] = handle_feedback outbox .
send ( task_id , results ) if not_empty ( feedback_from_above ) : task_id , feedback = next ( feedback_from_above ) handle_feedback = pending_feedback [ task_id ] handle_feedback ( feedback )This system definitely makes your job easy, and all the information is getting routed correctly.
def handle_work ( team , inbox , outbox , feedback_from_above , feedback_to_below ) : pending_feedback = { } while True : if not_empty ( inbox ) : task_id , task = next ( inbox ) worker = choose_worker ( team ) results , handle_feedback = worker ( task ) pending_feedback [ task_id ] = handle_feedback outbox .
def combine_by_addition ( workers : List [ Estimator ] ) - > Estimator : def addition_combination ( inputs : Array2d ) - > float : callbacks = [ ] summed = 0 for worker in workers : result , callback = worker ( inputs ) summed += result callbacks .",4267,,,,,,
Chasing the Holy Grail,2017-09-12 14:59:03.196000+00:00,['Marcelo Somers'],https://medium.com/slalom-build/chasing-the-holy-grail-bbc0b7cce365,"['pattern', 'ui', 'git', 'library', 'npm', 'chasing', 'holy', 'development', 'grail', 'user', 'code', 'access', 'package']","Chasing the Holy GrailStrategies For Distributing Your Pattern Library and Keeping It in SyncIn our work with Pattern Libraries, we strive to achieve a level of maturity where the Pattern Library documentation is automatically in sync with the app(s) that it powers.
Often time it feels like we’re chasing the holy grail.
In Pattern Library work, I’ve encountered two major limiting factors (not including the other headaches that can come with submodules):You can’t explicitly version.
Public Registry Package ManagersSo that leaves us with our option that comes closest to finding the holy grail: using a package manager like npm.
This is how GitHub (among others) handles their Pattern Library, just bower install primer and you’re set.",1799,/Computers & Electronics/Programming,0.870000005,/Science/Computer Science,0.850000024,,Computers & Electronics
,,[],https://harpers.org/wp-content/uploads/2008/09/HarpersMagazine-1996-01-0007859.pdf,[],,0,,,,,,
E. B. White,,[],https://en.wikipedia.org/wiki/E._B._White,"['charlottes', 'yorker', 'childrens', 'cornell', 'books', 'edit', 'web', 'white', 'whites', 'b', 'editor']","White was born in Mount Vernon, New York, the sixth and youngest child of Samuel Tilly White, the president of a piano firm, and Jessie Hart White, the daughter of Scottish-American painter William Hart.
He got the nickname ""Andy"" at Cornell, where tradition confers that moniker on any male student whose surname is White, after Cornell co-founder Andrew Dickson White.
[13]Career [ edit ]White in his twentiesE. B.
[16]Children's books [ edit ]In the late 1930s, White turned his hand to children's fiction on behalf of a niece, Janice Hart White.
Bibliography [ edit ]Books [ edit ]Essays and reporting [ edit ]E. B. W. (April 18, 1925).",1522,/Books & Literature,0.75999999,,,,Books & Literature
